texto,sentimento,tipoInteracao,autor_anonimo
Transformando conexoes em experiencias gastronomicas Que tal viver uma experiencia unica de sabores e aromas regado de excelentes vinhos boa musica e gastronomia de alto padrao A Wine Experience chega em Anapolis com objetivo de confraternizar saborear o melhor da alta gastronomia e conhecer grandes nomes da nossa cidade  venha fazer sua reserva  62 984610800,POSITIVE,marcação,4248
fernandogoesoficial foi para o btgpactual,NEUTRAL,comentário,5344
Fomos contemplados no Best Performer 2022 que referese aos escritorios destaques do BTG Pactual   Para comemorar experimentamos algo unico uma viagem imersiva a Italia que incluiu uma rica programacao com troca de conhecimentos passeios networking em um dos locais mais encantadores da Europa   Esses premios sao a prova que com excelencia alcancamos grandes objetivos e podemos ir mais longe   Nos da Solutions Wealth Management  dedicamos essa conquista aos nossos clientes obrigado por confiar seu patrimonio e legado conosco   solutionswmbtgbestperformer btgpactual,POSITIVE,marcação,4458
btgpactual brucedickinsonofficial,NEUTRAL,marcação,5345
Nao sincroniza com btg,NEGATIVE,comentário,5346
Ainda precisa melhorar a sicronizacao Quase sempre ficar divergente do real,NEGATIVE,comentário,5347
Amazing insights from the master brucedickinsonofficial but the better was life is better that all the other choices when he was talking about your victory in the fight against cancer Thanks btgpactual and wiseinvestimentos,NEUTRAL,marcação,5348
From Rock Star to Business Man Obrigado ao btgpactual por nos proporcionar esse painel com o idolo  Bruce Dickinson  O homem por tras da criatividade e empreendedorismo do grupo Iron Maiden  btgtalks2022 btgpactual,NEUTRAL,marcação,5349
,NEUTRAL,comentário,782
augustovs,NEUTRAL,comentário,5350
Hoje recebemos no btgpactual o lendario Bruce Dickinson vocalista do ironmaiden Esgrimista aviador empreendedor Bruce e uma lenda e nos deu uma licao de vida hoje,NEUTRAL,marcação,87
Hoje recebemos no btgpactual o lendario Bruce Dickinson vocalista do ironmaiden Esgrimista aviador empreendedor Bruce e uma lenda a criatividade em pessoa e nos deu uma licao de vida hoje,NEUTRAL,marcação,87
Pena que estava ao vivo no jornal Parabens ao btgpactual,POSITIVE,comentário,539
Definicao de um dia louco Realizacao conhecer o Bruce do ironmaiden  banda que esta em todos os lugares comigo desde os 7 anos Agradeco ao btgpactual por proporcionar isso Transmissao e cobertura sucesso Be quick or be dead,POSITIVE,marcação,4929
Quero abrir minha conta,POSITIVE,comentário,5351
Quero abrir minha conta,NEGATIVE,comentário,5351
A GR Capital escritorio contratado BTG Pactual espera por voce no dia 10 de novembro quintafeira no HD Park Hotel as 19h00 para uma palestra sobre Ciclo de Vida do Planejamento Financeiro  Durante a nossa vida construimos protegemos e por fim planejamos a sucessao patrimonial desses bens e investimentos esses assuntos fazem parte da palestra O  cenario economico e as incertezas que permeiam o inicio de 2023 serao abordados assim como as estrategias de investimentos como e possivel nos proteger das intercorrencias no meio do caminho e por fim como transferir nosso legado para os sucessores da melhor forma possivel utilizando os meios legais e das boas praticas juridicas Confirmar  presenca pelo WhatsApp 18 997930661  A palestra e aberta ao publico e as vagas sao limitadas em virtude do espaco reservado,NEUTRAL,marcação,5352
forevercapitalbr btgpactual,NEUTRAL,comentário,5353
Fui encaminhado a esta plataforma por um amigo online pensei que era uma empresa fraudulenta mas fui movido a tentar e aqui ganhei so queria compartilhar isso com as pessoas muito obrigado masitrades_fx,POSITIVE,comentário,5354
Semana de muitas mudancas inclusive pra mim To de casa nova btgpactual,POSITIVE,marcação,5355
Ola preciso de ajuda com meu cadastro,NEUTRAL,comentário,5356
A gente te ajuda jotabarberiaoficial Te enviamos as orientacoes pelo direct confere la,NEUTRAL,resposta,5357
luizantoniojovinodossan,NEUTRAL,resposta,5357
Oi engjohjoh Te chamamos no direct para te auxiliar,NEUTRAL,resposta,5357
Ingressos a venda  Garanta ja o seu lugar para o proximo concerto da Orquestra Sinfonica Heliopolis No feriado do dia 15 de novembro as 11h o grupo se apresenta no masp sob o comando de seu regente assistente o maestro Paulo Galvao paulogalvaoconductor Ingressos vao de R 10 meia a R 20 e podem ser adquiridos na bilheteria do museu ou pelo site o link esta na bio  No repertorio duas pecas de Mendelssohn  a abertura As Hebridas A Gruta do Fingal e a Sinfonia no 3 Escocesa  e a estreia mundial da Fantasia para Orquestra no 1 de autoria do proprio maestro Paulo Galvao  Venha passar o feriado com a gente O concerto esta imperdivel e a Orquestra Sinfonica Heliopolis te espera  Agradecemos aos nossos patrocinadores e parceiros que apoiam as atividades artisticopedagogicas por meio da Lei Federal de Incentivo a Cultura  Patrocinio Master unileverbrasil  Patrocinio Ouro somosvotorantim b3_oficial  Patrocinio Prata grupoccroficial kineainvestimentos bancobv pfizerbrasil e ProVida  Patrocinio Bronze bradesco carrefourbrasil Ultra astraoficialbr Novelis emsfarmaceutica ibiunainvestimentos furnasenergia btgpactual edpbrasil alelobrasil e klabinsa  Apoio bancodaycoval averydennisonbrasil havanoficial banco_sofisa seguradoraaustral magazineluiza verdeassetmanagement cstopbr motociclooficial dufriorefrigeracao grupohagana  Apoio Institucional mazarsnobrasil e fundamentogrupodecomunicacao  InstitutoBaccarelli OSH Orquest,NEUTRAL,marcação,358
Obrigada pelo feedback arnaldoelias Nos avancamos em melhorias atravez das experiencias dos nossos usuarios Temos uma equipe de suporte a disposicao para te ajudar no direct iremos avaliar as divergencias da sua conta para correcao fala com a gente,NEGATIVE,resposta,5357
E ai vao falar algo sobre a diminuicao de limite de todo mundo,NEUTRAL,comentário,5358
freddominguez nossa equipe de suporte esta em contato com voce pelo direct para te ajudar com a sincronizacao,NEUTRAL,resposta,5357
Banco horrivel E n tem suporte Reduzindo os limites Cancelado tudo,NEGATIVE,comentário,5359
Fazendo reducao em massa ne Seus fdpvou cancelar te seus verms,NEGATIVE,comentário,5359
lilianrodriguess eu tbm gostaria de saber poxa nunca atrasei nada no BTG e a cada mes estao diminuindo muito meu limite,NEUTRAL,resposta,5360
Assessoria executiva   transporteexecutivo transfer familia aeroporto confianca pontualidade  evento brasil saopaulo mundo escalando escalandocomkaisser oskaissers aprendizado familia Deus god tratamento amor braip Klabs arkad spirittransfer,NEUTRAL,marcação,3392
O trabalho e a vocacao inicial do homem e uma bencao de Deus e enganamse lamentavelmente os que o consideram um castigo O Senhor o melhor dos pais colocou o primeiro homem no paraiso ut operaretur  para que trabalhasse  Amo fazer o eu amo nessa empresa abencoada obrigada sacreinvestimentos helioranieri sacre btgpactual,POSITIVE,marcação,5361
profandreericles o meu diminuiu praticamente tudo Da minha mae tambem To passadaaaaa Mes passado paguei R 5K de fatura Hoje meu limite total esta R 500,NEGATIVE,resposta,5358
Varias reclamacoes na play story de mal funcionamento nao compensa,POSITIVE,comentário,874
jotabarberiaoficial abre nao Cilada,NEGATIVE,resposta,5362
lilianrodriguess alo btgpactual cade a resposta Final de ano voces diminuem o limite de clientes pontuais Que loucura e essa,NEUTRAL,resposta,5362
Quero agradecer a voce meu cliente pois ganhei o destaque em NPS satisfacao dos clientes Mostrando a excelencia do meu atendimento em reconhecer as necessidades dos meus clientes nao so como investidores mas como pessoas buscando os melhores resultados de acordo com os objetivos de cada um deles   Obrigado de coracao   Ficou curiosoa e quer saber mais sobre a assessoria Me manda um direct   Vamo que vamo       mercadofinanceiro assessoriadeinvestimentos qualidadedevida btgpactual,POSITIVE,marcação,20
A acquavero foi escolhida entre as best performers do btgpactual e nos devemos essa escolha a voce nosso cliente,POSITIVE,marcação,5363
Poxa btgpactual  lucasamadeu  recomendou o banco e Amablack de vcs  tiraram todo meu limite fiquei 45 min na fila do atendimento quando atenderam desligaram na minha cara  Parabens,POSITIVE,comentário,5364
lilianrodriguess deixa eu te falar meu limite era de 4800 pagando pontualmente Ai todo mes eles estao so diminuindo o valor Hoje diminuiu mais ainda agora Chegou nos 700 de limites esse mes Ta osso demais um cartao tao bom cheio de beneficios mas nao sei pq estao fazendo isso com nos,NEGATIVE,resposta,5360
Cancelando conta e cartao 123 reduzir limite ta de brincadeira,NEGATIVE,comentário,5365
lilianrodriguess  diminuiu muito o meu,NEUTRAL,resposta,5366
lilianrodriguess  o meu tambem diminuiu nunca atrasei nenhuma fatura,NEGATIVE,resposta,5366
,NEUTRAL,comentário,2183
Palestra sobre vida e negocios com ninguem menos que brucedickinsonofficial ontem no btgpactual  Foi fantastico,POSITIVE,marcação,5367
Infelizmente esse banco fere o artigo 6 incisso 3 da Defesa do consumidor omitir informacoes constranger Fere o principio basico do direito do consumidor que e o direito a informacao Descumprimento do codigo 186 omissao de informacoes causar dano negligencia E por ultimo desacata orientacoes do banco central para notificacao de ate 5 dias para mudanca de limite e outros Estou entrando com uma acao contra esse banco e quem quiser podemos nos unir contra esse banco aonde falta transparencia e sobra constrangimento aos seus clientes,NEGATIVE,comentário,5368
Nao recomendo No meu caso tinha um limite de 6800 e um mesmo pagando minhas faturas antes do vencimento o banco reduziu meu limite a 075 sem aviso  Descobri numa loja  Ao telefonar para o banco a atendente so me pediu desculpa pelo constrangimento Mas pq eles nao me mandaram um aviso para que eu nao passase o constrangimento na loja  Meus Contatos eles tinham,NEGATIVE,resposta,5368
galdinorunner espera eles cortarem seu limite como fizeram comigo Mesmo pagando religiosamente minhas faturas antes do vencimento Eles dao mas tomam sem avisar aos clientes,NEGATIVE,resposta,5368
Essa instituicao falta transparencia com seus clientes sou cliente desde 2021 e sem nenhum notificacao eles reduziram o meu limite a 075 centavos Eu pago minhas faturas integral e sempre antes do vencimento Mas mesmo assim nao houve transparencia descobri a reducao do meu limite de 6800 para 075 na loja E o banco so me disse desculpa pelo constrangimento   Essa instituicao fere o artigo 6 da CDC por constranger omitir informacoes Cod Civil 186 Omissao voluntaria causar dano negligencia Simplesmente um desrespeito ao nosso direito como consumidor,NEGATIVE,comentário,5368
btgpactual  ja tem meses que voces vem diminuindo o limite do meu cartao Gostaria de saber o motivo,NEGATIVE,comentário,5360
Resultados de 031122  Simples odd 215  green Simples odd 5  green  M6 UEFA Liga da Europa odd 634  uma catastrofe red Trinca UEFA Liga da Europa 1t odd 638  red M8 UEFA Liga da Europa 2t odd 838  ficamos por uma red M7 UEFA Liga da Europa seca odd 1157  ficamos por uma red  Saimos levemente no lucro usamos os greens matutinos nas apostas que deram red  Ontem tive o prazer de participar de uma live uma licao de empreendedorismo com nada mais nada menos que uma das maiores vozes do Rock mundial Bruce Dickinson do Iron Maiden banda que sou fa desde sempre 1983 Obrigado gzleite cordierinvestimentos btgpactual pela oportunidade  Venha fazer parte deste time de apostadores insanos entre em contato pelo Instagram e deixe seus comentarios Venha conhecer a arte suave do jiujitsu A zrteamsintra esta de portas abertas cordierinvestimentos edilourencopersonal gzleite apostasdescomplicadas Coach petruslucchesi fred ruisantosoficial ruipedrobraz04 ropinto catarincardoso camillojoga10 fontes_mari elainetrevisan_ renatasilveira nivaldoprieto mendoncaromulo taynahespinoza henrique_pedrotti betfair sportingbet bet77 _sportsleague world_sport__hub apostasedicas equipehjjt hjjt_zn zrteamsintra  premiere espnbrasil tntsports sportvbr usetitanium tanaarea brasileirao futebol futebolfeminino canal11futeboltotal,NEUTRAL,marcação,5369
soninharodriguess Po nao consigo abrir,NEGATIVE,resposta,5351
Acho que o banco esta falindo,NEGATIVE,comentário,5368
profandreericles igual a mim pois pago antes do prazo passei o constrangimento de ir na loja e ter meu cartao recusado bati pe na loja pq tinha olhado no dia anterior que tinha limite mas ai em casa fui olhar meu limite de 6800 foi pra 075 centavos Sem aviso sem email apenas o constrangimento na loja  Vou abri processo contra esse banco,NEGATIVE,resposta,5368
btgpactual ja respondi Mas ate agora nada,NEGATIVE,resposta,5356
Ja esta disponivel o relatorio de estrategia de alocacao conduzido pelo economista arthuralmota Confira agora os principais destaques do cenario macro no mes de novembro   E mais para ler a analise completa e so acessar o site do btgpactual,NEUTRAL,marcação,117
angelitahair,NEUTRAL,resposta,5362
Palhacada vcs ao inves de aumentar o limite vcs fazem diminuir  Primeiro diminuiram 50000 do cartao e agr mais 30000  Q banco e esse que nao tem comprometimento com os clientes  Eu nunca paguei atrasado uma fatura se quer sempre adiantado p vcs pegarem e diminuir o limite  Banco lix muito fraco,NEGATIVE,comentário,5370
lilianrodriguess pois e Lilian olhei o meu aqui abadiaram dnv  antes diminuiram 50000 e agr 30000  banco fraco nao tem base nao,NEGATIVE,resposta,5370
